stage_k,fwd_stage_s,m,batch_idx,lane,lower_logical,upper_logical,w_forward,w_dif_inverse,w_bf_actual,scale_even_in,scale_odd_in
1,7,128,3,23,343,471,56660921,1061044308,657665319,349348920,975953846
1,7,128,3,24,344,472,671236367,421163569,657665319,190413549,743904164
1,7,128,3,25,345,473,729107396,795266550,657665319,875076757,841005288
1,7,128,3,26,346,474,462366380,168360098,657665319,822686542,89701194
1,7,128,3,27,347,475,184055349,214503163,657665319,219965702,755481078
1,7,128,3,28,348,476,885678724,615739167,657665319,1042260943,275597901
1,7,128,3,29,349,477,807336669,634070065,657665319,990506365,839289129
1,7,128,3,30,350,478,97085222,371514190,657665319,162986210,108575979
1,7,128,3,31,351,479,899106445,1071023895,657665319,431233734,99255279
1,7,128,3,32,352,480,748233433,37992707,657665319,752543237,474130624
1,7,128,3,33,353,481,1016122560,895971445,657665319,929222384,395130980
1,7,128,3,34,354,482,447273737,257823967,657665319,683291937,206223358
1,7,128,3,35,355,483,235637106,456776730,657665319,1038468587,123361950
1,7,128,3,36,356,484,317029215,892314695,657665319,984545272,847903535
1,7,128,3,37,357,485,606162122,332715861,657665319,758766125,641054529
1,7,128,3,38,358,486,467509252,865516657,657665319,218826563,402440247
1,7,128,3,39,359,487,537649184,788655650,657665319,441592396,1035970607
1,7,128,3,40,360,488,459741641,99222817,657665319,171630419,1021595250
1,7,128,3,41,361,489,1007190719,420677157,657665319,892501043,176896610
1,7,128,3,42,362,490,853743350,344872134,657665319,281833391,576444164
1,7,128,3,43,363,491,527188205,350777481,657665319,749452354,404883802
1,7,128,3,44,364,492,743904164,352412435,657665319,229581212,677853885
1,7,128,3,45,365,493,89701194,1049044962,657665319,280844325,443797669
1,7,128,3,46,366,494,275597901,294256884,657665319,191950665,582929218
1,7,128,3,47,367,495,108575979,604496208,657665319,97416528,366347044
1,7,128,3,48,368,496,474130624,361587201,657665319,379311679,274582827
1,7,128,3,49,369,497,206223358,950424869,657665319,386404362,314423775
1,7,128,3,50,370,498,847903535,569518088,657665319,231206881,333307578
1,7,128,3,51,371,499,402440247,104014397,657665319,838000363,398580869
1,7,128,3,52,372,500,1021595250,399787071,657665319,288649834,949879357
1,7,128,3,53,373,501,576444164,605690333,657665319,800526448,151041506
1,7,128,3,54,374,502,677853885,1027540423,657665319,458592377,605622196
1,7,128,3,55,375,503,582929218,717003326,657665319,667272734,70545827
1,7,128,3,56,376,504,274582827,578079006,657665319,528439300,395682580
1,7,128,3,57,377,505,333307578,748152611,657665319,719584604,642951214
1,7,128,3,58,378,506,949879357,685188360,657665319,467550370,679951601
1,7,128,3,59,379,507,605622196,2720947,657665319,162075110,299980148
1,7,128,3,60,380,508,395682580,256012614,657665319,949473874,632422208
1,7,128,3,61,381,509,679951601,172653156,657665319,832396487,162407533
1,7,128,3,62,382,510,632422208,886655516,657665319,1066311971,739128805
1,7,128,3,63,383,511,739128805,633042368,657665319,993629655,812630551
2,6,64,0,0,0,64,1,1,1,1,1
2,6,64,0,1,1,65,187094501,441327809,1,1,1
2,6,64,0,2,2,66,817737403,678067437,1,1,1
2,6,64,0,3,3,67,388561657,123870660,1,1,1
2,6,64,0,4,4,68,495671011,799167190,1,1,1
2,6,64,0,5,5,69,46209594,395896132,1,1,1
2,6,64,0,6,6,70,673962946,52154767,1,1,1
2,6,64,0,7,7,71,504231929,225846482,1,1,1
2,6,64,0,8,8,72,712162816,599619393,1,1,1
2,6,64,0,9,9,73,779493133,798152116,1,1,1
2,6,64,0,10,10,74,721337582,329845853,1,1,1
2,6,64,0,11,11,75,728877883,220006667,1,1,1
2,6,64,0,12,12,76,974527200,614008376,1,1,1
2,6,64,0,13,13,77,208233360,606240765,1,1,1
2,6,64,0,14,14,78,181435322,756720802,1,1,1
2,6,64,0,15,15,79,815926050,626476280,1,1,1
2,6,64,0,16,16,80,1035757310,325516584,1,1,1
2,6,64,0,17,17,81,702235827,976664795,1,1,1
2,6,64,0,18,18,82,458010850,188071293,1,1,1
2,6,64,0,19,19,83,905389919,611383637,1,1,1
2,6,64,0,20,20,84,652586448,402513650,1,1,1
2,6,64,0,21,21,85,957364790,1027124512,1,1,1
2,6,64,0,22,22,86,190413549,758116089,1,1,1
2,6,64,0,23,23,87,1042260943,52613218,1,1,1
2,6,64,0,24,24,88,752543237,685507031,1,1,1
2,6,64,0,25,25,89,984545272,1000507827,1,1,1
2,6,64,0,26,26,90,171630419,935200680,1,1,1
2,6,64,0,27,27,91,229581212,788967905,1,1,1
2,6,64,0,28,28,92,379311679,10994638,1,1,1
2,6,64,0,29,29,93,288649834,753715737,1,1,1
2,6,64,0,30,30,94,528439300,585120871,1,1,1
2,6,64,0,31,31,95,949473874,756458790,1,1,1
2,6,64,0,32,32,96,416084698,657665319,1,1,1
2,6,64,0,33,33,97,317291227,124276143,1,1,1
2,6,64,0,34,34,98,488629146,545310717,1,1,1
2,6,64,0,35,35,99,320034280,785100183,1,1,1
2,6,64,0,36,36,100,1062755379,694438338,1,1,1
2,6,64,0,37,37,101,284782112,844168805,1,1,1
2,6,64,0,38,38,102,138549337,902119598,1,1,1
2,6,64,0,39,39,103,73242190,89204745,1,1,1
2,6,64,0,40,40,104,388242986,321206780,1,1,1
2,6,64,0,41,41,105,1021136799,31489074,1,1,1
2,6,64,0,42,42,106,315633928,883336468,1,1,1
2,6,64,0,43,43,107,46625505,116385227,1,1,1
2,6,64,0,44,44,108,671236367,421163569,1,1,1
2,6,64,0,45,45,109,462366380,168360098,1,1,1
2,6,64,0,46,46,110,885678724,615739167,1,1,1
2,6,64,0,47,47,111,97085222,371514190,1,1,1
2,6,64,0,48,48,112,748233433,37992707,1,1,1
2,6,64,0,49,49,113,447273737,257823967,1,1,1
2,6,64,0,50,50,114,317029215,892314695,1,1,1
2,6,64,0,51,51,115,467509252,865516657,1,1,1
2,6,64,0,52,52,116,459741641,99222817,1,1,1
2,6,64,0,53,53,117,853743350,344872134,1,1,1
2,6,64,0,54,54,118,743904164,352412435,1,1,1
2,6,64,0,55,55,119,275597901,294256884,1,1,1
2,6,64,0,56,56,120,474130624,361587201,1,1,1
2,6,64,0,57,57,121,847903535,569518088,1,1,1
2,6,64,0,58,58,122,1021595250,399787071,1,1,1
2,6,64,0,59,59,123,677853885,1027540423,1,1,1
2,6,64,0,60,60,124,274582827,578079006,1,1,1
2,6,64,0,61,61,125,949879357,685188360,1,1,1
2,6,64,0,62,62,126,395682580,256012614,1,1,1
2,6,64,0,63,63,127,632422208,886655516,1,1,1
2,6,64,1,0,128,192,1,1,657665319,1,416084698
2,6,64,1,1,129,193,187094501,441327809,657665319,440707649,98497549
2,6,64,1,2,130,194,817737403,678067437,657665319,187094501,317291227
2,6,64,1,3,131,195,388561657,123870660,657665319,901096861,221863730
2,6,64,1,4,132,196,495671011,799167190,657665319,817737403,488629146
2,6,64,1,5,133,197,46209594,395896132,657665319,1071029070,427155522
2,6,64,1,6,134,198,673962946,52154767,657665319,388561657,320034280
2,6,64,1,7,135,199,504231929,225846482,657665319,325597406,1056436643
2,6,64,1,8,136,200,712162816,599619393,657665319,495671011,1062755379
2,6,64,1,9,137,201,779493133,798152116,657665319,356746691,442128410
2,6,64,1,10,138,202,721337582,329845853,657665319,46209594,284782112
2,6,64,1,11,139,203,728877883,220006667,657665319,468059684,990973619
2,6,64,1,12,140,204,974527200,614008376,657665319,673962946,138549337
2,6,64,1,13,141,205,208233360,606240765,657665319,969735620,78058549
2,6,64,1,14,142,206,181435322,756720802,657665319,504231929,73242190
2,6,64,1,15,143,207,815926050,626476280,657665319,123325148,35218071
2,6,64,1,16,144,208,1035757310,325516584,657665319,712162816,388242986
2,6,64,1,17,145,209,702235827,976664795,657665319,469253809,711856442
2,6,64,1,18,146,210,458010850,188071293,657665319,779493133,1021136799
2,6,64,1,19,147,211,905389919,611383637,657665319,24705055,959751287
2,6,64,1,20,148,212,652586448,402513650,657665319,721337582,315633928
2,6,64,1,21,149,213,957364790,1027124512,657665319,722972536,1038697402
2,6,64,1,22,150,214,190413549,758116089,657665319,728877883,46625505
2,6,64,1,23,151,215,1042260943,52613218,657665319,653072860,56660921
2,6,64,1,24,152,216,752543237,685507031,657665319,974527200,671236367
2,6,64,1,25,153,217,984545272,1000507827,657665319,285094367,729107396
2,6,64,1,26,154,218,171630419,935200680,657665319,208233360,462366380
2,6,64,1,27,155,219,229581212,788967905,657665319,741034156,184055349
2,6,64,1,28,156,220,379311679,10994638,657665319,181435322,885678724
2,6,64,1,29,157,221,288649834,753715737,657665319,616973287,807336669
2,6,64,1,30,158,222,528439300,585120871,657665319,815926050,97085222
2,6,64,1,31,159,223,949473874,756458790,657665319,177778572,899106445
2,6,64,1,32,160,224,416084698,657665319,657665319,1035757310,748233433
2,6,64,1,33,161,225,317291227,124276143,657665319,2726122,1016122560
2,6,64,1,34,162,226,488629146,545310717,657665319,702235827,447273737
2,6,64,1,35,163,227,320034280,785100183,657665319,439679952,235637106
2,6,64,1,36,164,228,1062755379,694438338,657665319,458010850,317029215
2,6,64,1,37,165,229,284782112,844168805,657665319,859246854,606162122
2,6,64,1,38,166,230,138549337,902119598,657665319,905389919,467509252
2,6,64,1,39,167,231,73242190,89204745,657665319,278483467,537649184
2,6,64,1,40,168,232,388242986,321206780,657665319,652586448,459741641
2,6,64,1,41,169,233,1021136799,31489074,657665319,12705709,1007190719
2,6,64,1,42,170,234,315633928,883336468,657665319,957364790,853743350
2,6,64,1,43,171,235,46625505,116385227,657665319,638820028,527188205
2,6,64,1,44,172,236,671236367,421163569,657665319,190413549,743904164
2,6,64,1,45,173,237,462366380,168360098,657665319,822686542,89701194
2,6,64,1,46,174,238,885678724,615739167,657665319,1042260943,275597901
2,6,64,1,47,175,239,97085222,371514190,657665319,162986210,108575979
2,6,64,1,48,176,240,748233433,37992707,657665319,752543237,474130624
2,6,64,1,49,177,241,447273737,257823967,657665319,683291937,206223358
2,6,64,1,50,178,242,317029215,892314695,657665319,984545272,847903535
2,6,64,1,51,179,243,467509252,865516657,657665319,218826563,402440247
2,6,64,1,52,180,244,459741641,99222817,657665319,171630419,1021595250
2,6,64,1,53,181,245,853743350,344872134,657665319,281833391,576444164
2,6,64,1,54,182,246,743904164,352412435,657665319,229581212,677853885
2,6,64,1,55,183,247,275597901,294256884,657665319,191950665,582929218
2,6,64,1,56,184,248,474130624,361587201,657665319,379311679,274582827
2,6,64,1,57,185,249,847903535,569518088,657665319,231206881,333307578
2,6,64,1,58,186,250,1021595250,399787071,657665319,288649834,949879357
2,6,64,1,59,187,251,677853885,1027540423,657665319,458592377,605622196
2,6,64,1,60,188,252,274582827,578079006,657665319,528439300,395682580
2,6,64,1,61,189,253,949879357,685188360,657665319,467550370,679951601
2,6,64,1,62,190,254,395682580,256012614,657665319,949473874,632422208
2,6,64,1,63,191,255,632422208,886655516,657665319,1066311971,739128805
2,6,64,2,0,256,320,1,1,325516584,1,1035757310
2,6,64,2,1,257,321,187094501,441327809,325516584,387049130,947120702
2,6,64,2,2,258,322,817737403,678067437,325516584,440707649,2726122
2,6,64,2,3,259,323,388561657,123870660,325516584,1044181966,145418453
2,6,64,2,4,260,324,495671011,799167190,325516584,187094501,702235827
2,6,64,2,5,261,325,46209594,395896132,325516584,754587317,299447968
2,6,64,2,6,262,326,673962946,52154767,325516584,901096861,439679952
2,6,64,2,7,263,327,504231929,225846482,325516584,470197401,360725972
2,6,64,2,8,264,328,712162816,599619393,325516584,817737403,458010850
2,6,64,2,9,265,329,779493133,798152116,325516584,642344479,626414764
2,6,64,2,10,266,330,721337582,329845853,325516584,1071029070,859246854
2,6,64,2,11,267,331,728877883,220006667,325516584,290047592,306806243
2,6,64,2,12,268,332,974527200,614008376,325516584,388561657,905389919
2,6,64,2,13,269,333,208233360,606240765,325516584,232140538,977829509
2,6,64,2,14,270,334,181435322,756720802,325516584,325597406,278483467
2,6,64,2,15,271,335,815926050,626476280,325516584,473577691,937714244
2,6,64,2,16,272,336,1035757310,325516584,325516584,495671011,652586448
2,6,64,2,17,273,337,702235827,976664795,325516584,601346906,786704250
2,6,64,2,18,274,338,458010850,188071293,325516584,356746691,12705709
2,6,64,2,19,275,339,905389919,611383637,325516584,569569967,412873833
2,6,64,2,20,276,340,652586448,402513650,325516584,46209594,957364790
2,6,64,2,21,277,341,957364790,1027124512,325516584,1063435359,604244801
2,6,64,2,22,278,342,190413549,758116089,325516584,468059684,638820028
2,6,64,2,23,279,343,1042260943,52613218,325516584,1010800917,349348920
2,6,64,2,24,280,344,752543237,685507031,325516584,673962946,190413549
2,6,64,2,25,281,345,984545272,1000507827,325516584,754057898,875076757
2,6,64,2,26,282,346,171630419,935200680,325516584,969735620,822686542
2,6,64,2,27,283,347,229581212,788967905,325516584,903565468,219965702
2,6,64,2,28,284,348,379311679,10994638,325516584,504231929,1042260943
2,6,64,2,29,285,349,288649834,753715737,325516584,550287776,990506365
2,6,64,2,30,286,350,528439300,585120871,325516584,123325148,162986210
2,6,64,2,31,287,351,949473874,756458790,325516584,1033546797,431233734
2,6,64,2,32,288,352,416084698,657665319,325516584,712162816,752543237
2,6,64,2,33,289,353,317291227,124276143,325516584,857085928,929222384
2,6,64,2,34,290,354,488629146,545310717,325516584,469253809,683291937
2,6,64,2,35,291,355,320034280,785100183,325516584,22094670,1038468587
2,6,64,2,36,292,356,1062755379,694438338,325516584,779493133,984545272
2,6,64,2,37,293,357,284782112,844168805,325516584,926966534,758766125
2,6,64,2,38,294,358,138549337,902119598,325516584,24705055,218826563
2,6,64,2,39,295,359,73242190,89204745,325516584,796711999,441592396
2,6,64,2,40,296,360,388242986,321206780,325516584,721337582,171630419
2,6,64,2,41,297,361,1021136799,31489074,325516584,400367431,892501043
2,6,64,2,42,298,362,315633928,883336468,325516584,722972536,281833391
2,6,64,2,43,299,363,46625505,116385227,325516584,867388620,749452354
2,6,64,2,44,300,364,671236367,421163569,325516584,728877883,229581212
2,6,64,2,45,301,365,462366380,168360098,325516584,837399340,280844325
2,6,64,2,46,302,366,885678724,615739167,325516584,653072860,191950665
2,6,64,2,47,303,367,97085222,371514190,325516584,168895115,97416528
2,6,64,2,48,304,368,748233433,37992707,325516584,974527200,379311679
2,6,64,2,49,305,369,447273737,257823967,325516584,1039528536,386404362
2,6,64,2,50,306,370,317029215,892314695,325516584,285094367,231206881
2,6,64,2,51,307,371,467509252,865516657,325516584,961970295,838000363
2,6,64,2,52,308,372,459741641,99222817,325516584,208233360,288649834
2,6,64,2,53,309,373,853743350,344872134,325516584,180193115,800526448
2,6,64,2,54,310,374,743904164,352412435,325516584,741034156,458592377
2,6,64,2,55,311,375,275597901,294256884,325516584,862849377,667272734
2,6,64,2,56,312,376,474130624,361587201,325516584,181435322,528439300
2,6,64,2,57,313,377,847903535,569518088,325516584,687051942,719584604
2,6,64,2,58,314,378,1021595250,399787071,325516584,616973287,467550370
2,6,64,2,59,315,379,677853885,1027540423,325516584,308338284,162075110
2,6,64,2,60,316,380,274582827,578079006,325516584,815926050,949473874
2,6,64,2,61,317,381,949879357,685188360,325516584,564421382,832396487
2,6,64,2,62,318,382,395682580,256012614,325516584,177778572,1066311971
2,6,64,2,63,319,383,632422208,886655516,325516584,890832652,993629655
2,6,64,3,0,384,448,1,1,37992707,1,748233433
2,6,64,3,1,385,449,187094501,441327809,37992707,1044181966,890923031
2,6,64,3,2,386,450,817737403,678067437,37992707,901096861,235637106
2,6,64,3,3,387,451,388561657,123870660,37992707,642344479,888858905
2,6,64,3,4,388,452,495671011,799167190,37992707,388561657,467509252
2,6,64,3,5,389,453,46209594,395896132,37992707,473577691,52748244
2,6,64,3,6,390,454,673962946,52154767,37992707,356746691,1007190719
2,6,64,3,7,391,455,504231929,225846482,37992707,1063435359,630379663
2,6,64,3,8,392,456,712162816,599619393,37992707,673962946,743904164
2,6,64,3,9,393,457,779493133,798152116,37992707,903565468,755481078
2,6,64,3,10,394,458,721337582,329845853,37992707,123325148,108575979
2,6,64,3,11,395,459,728877883,220006667,37992707,857085928,395130980
2,6,64,3,12,396,460,974527200,614008376,37992707,779493133,847903535
2,6,64,3,13,397,461,208233360,606240765,37992707,796711999,1035970607
2,6,64,3,14,398,462,181435322,756720802,37992707,722972536,576444164
2,6,64,3,15,399,463,815926050,626476280,37992707,837399340,443797669
2,6,64,3,16,400,464,1035757310,325516584,37992707,974527200,274582827
2,6,64,3,17,401,465,702235827,976664795,37992707,961970295,398580869
2,6,64,3,18,402,466,458010850,188071293,37992707,741034156,605622196
2,6,64,3,19,403,467,905389919,611383637,37992707,687051942,642951214
2,6,64,3,20,404,468,652586448,402513650,37992707,815926050,632422208
2,6,64,3,21,405,469,957364790,1027124512,37992707,890832652,812630551
2,6,64,3,22,406,470,190413549,758116089,37992707,2726122,633042368
2,6,64,3,23,407,471,1042260943,52613218,37992707,299447968,319162700
2,6,64,3,24,408,472,752543237,685507031,37992707,458010850,256012614
2,6,64,3,25,409,473,984545272,1000507827,37992707,306806243,783702425
2,6,64,3,26,410,474,171630419,935200680,37992707,278483467,748152611
2,6,64,3,27,411,475,229581212,788967905,37992707,786704250,472403111
2,6,64,3,28,412,476,379311679,10994638,37992707,957364790,1027540423
2,6,64,3,29,413,477,288649834,753715737,37992707,349348920,62949100
2,6,64,3,30,414,478,528439300,585120871,37992707,822686542,104014397
2,6,64,3,31,415,479,949473874,756458790,37992707,990506365,523462241
2,6,64,3,32,416,480,416084698,657665319,37992707,752543237,361587201
2,6,64,3,33,417,481,317291227,124276143,37992707,1038468587,1051655347
2,6,64,3,34,418,482,488629146,545310717,37992707,218826563,1049044962
2,6,64,3,35,419,483,320034280,785100183,37992707,892501043,673382586
2,6,64,3,36,420,484,1062755379,694438338,37992707,229581212,344872134
2,6,64,3,37,421,485,284782112,844168805,37992707,97416528,904854902
2,6,64,3,38,422,486,138549337,902119598,37992707,231206881,788655650
2,6,64,3,39,423,487,73242190,89204745,37992707,800526448,893556902
2,6,64,3,40,424,488,388242986,321206780,37992707,528439300,892314695
2,6,64,3,41,425,489,1021136799,31489074,37992707,162075110,765411733
2,6,64,3,42,426,490,315633928,883336468,37992707,1066311971,895971445
2,6,64,3,43,427,491,46625505,116385227,37992707,897486372,126629315
2,6,64,3,44,428,492,671236367,421163569,37992707,317291227,371514190
2,6,64,3,45,429,493,462366380,168360098,37992707,357995642,713024045
2,6,64,3,46,430,494,885678724,615739167,37992707,427155522,214503163
2,6,64,3,47,431,495,97085222,371514190,37992707,115537598,95920508
2,6,64,3,48,432,496,748233433,37992707,37992707,1062755379,421163569
2,6,64,3,49,433,497,447273737,257823967,37992707,388213601,660876184
2,6,64,3,50,434,498,317029215,892314695,37992707,990973619,434929989
2,6,64,3,51,435,499,467509252,865516657,37992707,903910022,198673260
2,6,64,3,52,436,500,459741641,99222817,37992707,73242190,31489074
2,6,64,3,53,437,501,853743350,344872134,37992707,420015338,642516283
2,6,64,3,54,438,502,743904164,352412435,37992707,711856442,390458080
2,6,64,3,55,439,503,275597901,294256884,37992707,749008332,314983892
2,6,64,3,56,440,504,474130624,361587201,37992707,315633928,902119598
2,6,64,3,57,441,505,847903535,569518088,37992707,729824062,324297663
2,6,64,3,58,442,506,1021595250,399787071,37992707,56660921,881799352
2,6,64,3,59,443,507,677853885,1027540423,37992707,895939840,687345655
2,6,64,3,60,444,508,274582827,578079006,37992707,462366380,785100183
2,6,64,3,61,445,509,949879357,685188360,37992707,276923176,406477283
2,6,64,3,62,446,510,395682580,256012614,37992707,807336669,606199647
2,6,64,3,63,447,511,632422208,886655516,37992707,202278107,241353530
3,5,32,0,0,0,32,1,1,1,1,1
3,5,32,0,1,64,96,1,1,657665319,1,416084698
3,5,32,0,2,1,33,817737403,678067437,1,1,1
3,5,32,0,3,65,97,817737403,678067437,657665319,187094501,317291227
3,5,32,0,4,2,34,495671011,799167190,1,1,1
3,5,32,0,5,66,98,495671011,799167190,657665319,817737403,488629146
3,5,32,0,6,3,35,673962946,52154767,1,1,1
3,5,32,0,7,67,99,673962946,52154767,657665319,388561657,320034280
3,5,32,0,8,4,36,712162816,599619393,1,1,1
3,5,32,0,9,68,100,712162816,599619393,657665319,495671011,1062755379
3,5,32,0,10,5,37,721337582,329845853,1,1,1
3,5,32,0,11,69,101,721337582,329845853,657665319,46209594,284782112
3,5,32,0,12,6,38,974527200,614008376,1,1,1
3,5,32,0,13,70,102,974527200,614008376,657665319,673962946,138549337
3,5,32,0,14,7,39,181435322,756720802,1,1,1
3,5,32,0,15,71,103,181435322,756720802,657665319,504231929,73242190
3,5,32,0,16,8,40,1035757310,325516584,1,1,1
3,5,32,0,17,72,104,1035757310,325516584,657665319,712162816,388242986
3,5,32,0,18,9,41,458010850,188071293,1,1,1
3,5,32,0,19,73,105,458010850,188071293,657665319,779493133,1021136799
3,5,32,0,20,10,42,652586448,402513650,1,1,1
3,5,32,0,21,74,106,652586448,402513650,657665319,721337582,315633928
3,5,32,0,22,11,43,190413549,758116089,1,1,1
3,5,32,0,23,75,107,190413549,758116089,657665319,728877883,46625505
3,5,32,0,24,12,44,752543237,685507031,1,1,1
3,5,32,0,25,76,108,752543237,685507031,657665319,974527200,671236367
3,5,32,0,26,13,45,171630419,935200680,1,1,1
3,5,32,0,27,77,109,171630419,935200680,657665319,208233360,462366380
3,5,32,0,28,14,46,379311679,10994638,1,1,1
3,5,32,0,29,78,110,379311679,10994638,657665319,181435322,885678724
3,5,32,0,30,15,47,528439300,585120871,1,1,1
3,5,32,0,31,79,111,528439300,585120871,657665319,815926050,97085222
3,5,32,0,32,16,48,416084698,657665319,1,1,1
3,5,32,0,33,80,112,416084698,657665319,657665319,1035757310,748233433
3,5,32,0,34,17,49,488629146,545310717,1,1,1
3,5,32,0,35,81,113,488629146,545310717,657665319,702235827,447273737
3,5,32,0,36,18,50,1062755379,694438338,1,1,1
3,5,32,0,37,82,114,1062755379,694438338,657665319,458010850,317029215
3,5,32,0,38,19,51,138549337,902119598,1,1,1
3,5,32,0,39,83,115,138549337,902119598,657665319,905389919,467509252
3,5,32,0,40,20,52,388242986,321206780,1,1,1
3,5,32,0,41,84,116,388242986,321206780,657665319,652586448,459741641
3,5,32,0,42,21,53,315633928,883336468,1,1,1
3,5,32,0,43,85,117,315633928,883336468,657665319,957364790,853743350
3,5,32,0,44,22,54,671236367,421163569,1,1,1
3,5,32,0,45,86,118,671236367,421163569,657665319,190413549,743904164
3,5,32,0,46,23,55,885678724,615739167,1,1,1
3,5,32,0,47,87,119,885678724,615739167,657665319,1042260943,275597901
3,5,32,0,48,24,56,748233433,37992707,1,1,1
3,5,32,0,49,88,120,748233433,37992707,657665319,752543237,474130624
3,5,32,0,50,25,57,317029215,892314695,1,1,1
3,5,32,0,51,89,121,317029215,892314695,657665319,984545272,847903535
3,5,32,0,52,26,58,459741641,99222817,1,1,1
3,5,32,0,53,90,122,459741641,99222817,657665319,171630419,1021595250
3,5,32,0,54,27,59,743904164,352412435,1,1,1
3,5,32,0,55,91,123,743904164,352412435,657665319,229581212,677853885
3,5,32,0,56,28,60,474130624,361587201,1,1,1
3,5,32,0,57,92,124,474130624,361587201,657665319,379311679,274582827
3,5,32,0,58,29,61,1021595250,399787071,1,1,1
3,5,32,0,59,93,125,1021595250,399787071,657665319,288649834,949879357
3,5,32,0,60,30,62,274582827,578079006,1,1,1
3,5,32,0,61,94,126,274582827,578079006,657665319,528439300,395682580
3,5,32,0,62,31,63,395682580,256012614,1,1,1
3,5,32,0,63,95,127,395682580,256012614,657665319,949473874,632422208
3,5,32,1,0,128,160,1,1,325516584,1,1035757310
3,5,32,1,1,192,224,1,1,37992707,1,748233433
3,5,32,1,2,129,161,817737403,678067437,325516584,440707649,2726122
3,5,32,1,3,193,225,817737403,678067437,37992707,901096861,235637106
3,5,32,1,4,130,162,495671011,799167190,325516584,187094501,702235827
3,5,32,1,5,194,226,495671011,799167190,37992707,388561657,467509252
3,5,32,1,6,131,163,673962946,52154767,325516584,901096861,439679952
3,5,32,1,7,195,227,673962946,52154767,37992707,356746691,1007190719
3,5,32,1,8,132,164,712162816,599619393,325516584,817737403,458010850
3,5,32,1,9,196,228,712162816,599619393,37992707,673962946,743904164
3,5,32,1,10,133,165,721337582,329845853,325516584,1071029070,859246854
3,5,32,1,11,197,229,721337582,329845853,37992707,123325148,108575979
3,5,32,1,12,134,166,974527200,614008376,325516584,388561657,905389919
3,5,32,1,13,198,230,974527200,614008376,37992707,779493133,847903535
3,5,32,1,14,135,167,181435322,756720802,325516584,325597406,278483467
3,5,32,1,15,199,231,181435322,756720802,37992707,722972536,576444164
3,5,32,1,16,136,168,1035757310,325516584,325516584,495671011,652586448
3,5,32,1,17,200,232,1035757310,325516584,37992707,974527200,274582827
3,5,32,1,18,137,169,458010850,188071293,325516584,356746691,12705709
3,5,32,1,19,201,233,458010850,188071293,37992707,741034156,605622196
3,5,32,1,20,138,170,652586448,402513650,325516584,46209594,957364790
3,5,32,1,21,202,234,652586448,402513650,37992707,815926050,632422208
3,5,32,1,22,139,171,190413549,758116089,325516584,468059684,638820028
3,5,32,1,23,203,235,190413549,758116089,37992707,2726122,633042368
3,5,32,1,24,140,172,752543237,685507031,325516584,673962946,190413549
3,5,32,1,25,204,236,752543237,685507031,37992707,458010850,256012614
3,5,32,1,26,141,173,171630419,935200680,325516584,969735620,822686542
3,5,32,1,27,205,237,171630419,935200680,37992707,278483467,748152611
3,5,32,1,28,142,174,379311679,10994638,325516584,504231929,1042260943
3,5,32,1,29,206,238,379311679,10994638,37992707,957364790,1027540423
3,5,32,1,30,143,175,528439300,585120871,325516584,123325148,162986210
3,5,32,1,31,207,239,528439300,585120871,37992707,822686542,104014397
3,5,32,1,32,144,176,416084698,657665319,325516584,712162816,752543237
3,5,32,1,33,208,240,416084698,657665319,37992707,752543237,361587201
3,5,32,1,34,145,177,488629146,545310717,325516584,469253809,683291937
3,5,32,1,35,209,241,488629146,545310717,37992707,218826563,1049044962
3,5,32,1,36,146,178,1062755379,694438338,325516584,779493133,984545272
3,5,32,1,37,210,242,1062755379,694438338,37992707,229581212,344872134
3,5,32,1,38,147,179,138549337,902119598,325516584,24705055,218826563
3,5,32,1,39,211,243,138549337,902119598,37992707,231206881,788655650
3,5,32,1,40,148,180,388242986,321206780,325516584,721337582,171630419
3,5,32,1,41,212,244,388242986,321206780,37992707,528439300,892314695
3,5,32,1,42,149,181,315633928,883336468,325516584,722972536,281833391
3,5,32,1,43,213,245,315633928,883336468,37992707,1066311971,895971445
3,5,32,1,44,150,182,671236367,421163569,325516584,728877883,229581212
3,5,32,1,45,214,246,671236367,421163569,37992707,317291227,371514190
3,5,32,1,46,151,183,885678724,615739167,325516584,653072860,191950665
3,5,32,1,47,215,247,885678724,615739167,37992707,427155522,214503163
3,5,32,1,48,152,184,748233433,37992707,325516584,974527200,379311679
3,5,32,1,49,216,248,748233433,37992707,37992707,1062755379,421163569
3,5,32,1,50,153,185,317029215,892314695,325516584,285094367,231206881
3,5,32,1,51,217,249,317029215,892314695,37992707,990973619,434929989
3,5,32,1,52,154,186,459741641,99222817,325516584,208233360,288649834
3,5,32,1,53,218,250,459741641,99222817,37992707,73242190,31489074
3,5,32,1,54,155,187,743904164,352412435,325516584,741034156,458592377
3,5,32,1,55,219,251,743904164,352412435,37992707,711856442,390458080
3,5,32,1,56,156,188,474130624,361587201,325516584,181435322,528439300
3,5,32,1,57,220,252,474130624,361587201,37992707,315633928,902119598
3,5,32,1,58,157,189,1021595250,399787071,325516584,616973287,467550370
3,5,32,1,59,221,253,1021595250,399787071,37992707,56660921,881799352
3,5,32,1,60,158,190,274582827,578079006,325516584,815926050,949473874
3,5,32,1,61,222,254,274582827,578079006,37992707,462366380,785100183
3,5,32,1,62,159,191,395682580,256012614,325516584,177778572,1066311971
